t,theta1,omega1,theta2,omega2,x2,y2,energy
0.345,1.518478984,-3.14083689,-0.6231637713,0.2427829258,0.4150245864,-0.8643296037,1.314290814
0.35,1.50268662,-3.176088613,-0.6218206414,0.2947889191,0.4151654529,-0.880876311,1.314290816
0.355,1.486718264,-3.211240999,-0.620212675,0.3487191687,0.4152592824,-0.8977339049,1.314290819
0.36,1.470574302,-3.246338596,-0.618330226,0.4045836803,0.4153066172,-0.9149018489,1.314290821
0.365,1.454254889,-3.281429489,-0.6161635966,0.4623932167,0.4153082031,-0.9323793545,1.314290823
0.37,1.437759932,-3.316565426,-0.6137030324,0.5221596638,0.4152649943,-0.9501653698,1.314290826
0.375,1.421089068,-3.351801947,-0.6109387162,0.5838964317,0.4151781578,-0.9682585691,1.314290829
0.38,1.404241646,-3.387198533,-0.6078607587,0.6476188908,0.4150490777,-0.9866573404,1.314290832
0.385,1.38721671,-3.422818769,-0.6044591883,0.7133448466,0.4148793592,-1.005359773,1.314290835
0.39,1.370012973,-3.458730517,-0.6007239368,0.7810950527,0.4146708326,-1.024363642,1.314290839
0.395,1.352628799,-3.495006127,-0.5966448238,0.8508937663,0.4144255562,-1.043666394,1.314290843
0.4,1.335062177,-3.531722662,-0.592211538,0.9227693489,0.41414582,-1.063265128,1.314290847
0.405,1.317310701,-3.568962158,-0.5874136141,0.9967549145,0.4138341487,-1.083156578,1.314290851
0.41,1.299371539,-3.606811926,-0.5822404083,1.07288903,0.4134933048,-1.103337089,1.314290856
0.415,1.28124141,-3.645364888,-0.5766810687,1.151216473,0.4131262917,-1.123802592,1.314290862
0.42,1.262916554,-3.684719967,-0.5707245022,1.231789054,0.4127363562,-1.144548579,1.314290868
0.425,1.244392699,-3.724982531,-0.5643593373,1.314666501,0.4123269924,-1.165570068,1.314290874
0.43,1.225665029,-3.766264903,-0.5575738821,1.399917434,0.4119019443,-1.186861572,1.314290882
0.435,1.206728151,-3.808686939,-0.550356077,1.487620411,0.4114652093,-1.208417052,1.314290889
0.44,1.187576048,-3.85237669,-0.5426934427,1.577865085,0.4110210419,-1.230229876,1.314290898
0.445,1.168202043,-3.897471154,-0.534573021,1.670753453,0.4105739578,-1.252292765,1.314290908
0.45,1.148598751,-3.944117137,-0.5259813102,1.766401242,0.4101287374,-1.274597728,1.314290919
0.455,1.128758024,-3.992472219,-0.5169041924,1.864939423,0.409690431,-1.297136,1.314290931
0.46,1.108670899,-4.042705863,-0.5073268535,1.966515872,0.4092643632,-1.319897955,1.314290944
0.465,1.088327532,-4.095000647,-0.4972336937,2.071297208,0.4088561375,-1.342873015,1.314290958
