t,theta1,omega1,theta2,omega2,x2,y2,energy
0.5200000000,-0.0905632926,-4.1175825243,0.8709443113,1.0142530003,0.6744979654,-1.6400064424,-39.2400742971
0.5250000000,-0.1109628573,-4.0430404008,0.8756424849,0.8659213657,0.6572198870,-1.6343535272,-39.2400744438
0.5300000000,-0.1310011468,-3.9729718722,0.8796120887,0.7227318117,0.6398648863,-1.6288816886,-39.2400745659
0.5350000000,-0.1506990814,-3.9068095352,0.8828775041,0.5841661567,0.6224397631,-1.6235970721,-39.2400746678
0.5400000000,-0.1700749106,-3.8440507134,0.8854607118,0.4497802121,0.6049504896,-1.6185049731,-39.2400747530
0.5450000000,-0.1891445111,-3.7842475170,0.8873816331,0.3191927856,0.5874023218,-1.6136099680,-39.2400748244
0.5500000000,-0.2079216400,-3.7269986421,0.8886584216,0.1920765372,0.5697998922,-1.6089160193,-39.2400748845
0.5550000000,-0.2264181497,-3.6719425899,0.8893077124,0.0681503436,0.5521472860,-1.6044265616,-39.2400749352
0.5600000000,-0.2446441729,-3.6187520488,0.8893448372,-0.0528271106,0.5344481052,-1.6001445717,-39.2400749779
0.5650000000,-0.2626082811,-3.5671292282,0.8887840089,-0.1710627423,0.5167055225,-1.5960726266,-39.2400750140
0.5700000000,-0.2803176228,-3.5168019755,0.8876384824,-0.2867336636,0.4989223269,-1.5922129514,-39.2400750444
0.5750000000,-0.2977780425,-3.4675205390,0.8859206932,-0.3999911078,0.4811009625,-1.5885674586,-39.2400750702
0.5800000000,-0.3149941865,-3.4190548655,0.8836423779,-0.5109638082,0.4632435626,-1.5851377817,-39.2400750919
0.5850000000,-0.3319695952,-3.3711923406,0.8808146799,-0.6197609268,0.4453519781,-1.5819253027,-39.2400751102
0.5900000000,-0.3487067857,-3.3237358993,0.8774482400,-0.7264746109,0.4274278037,-1.5789311759,-39.2400751255
0.5950000000,-0.3652073249,-3.2765024437,0.8735532763,-0.8311822428,0.4094724000,-1.5761563469,-39.2400751382
0.6000000000,-0.3814718968,-3.2293215182,0.8691396526,-0.9339484339,0.3914869137,-1.5736015701,-39.2400751488
0.6050000000,-0.3975003620,-3.1820341991,0.8642169377,-1.0348268062,0.3734722957,-1.5712674221,-39.2400751576
0.6100000000,-0.4132918135,-3.1344921641,0.8587944567,-1.1338615947,0.3554293171,-1.5691543145,-39.2400751647
0.6150000000,-0.4288446276,-3.0865569106,0.8528813335,-1.2310890994,0.3373585850,-1.5672625038,-39.2400751704
0.6200000000,-0.4441565111,-3.0380990979,0.8464865280,-1.3265390105,0.3192605553,-1.5655921003,-39.2400751749
0.6250000000,-0.4592245458,-2.9889979913,0.8396188653,-1.4202356236,0.3011355467,-1.5641430762,-39.2400751784
0.6300000000,-0.4740452306,-2.9391409889,0.8322870604,-1.5121989612,0.2829837521,-1.5629152719,-39.2400751810
0.6350000000,-0.4886145206,-2.8884232148,0.8244997364,-1.6024458115,0.2648052502,-1.5619084023,-39.2400751829
0.6400000000,-0.5029278651,-2.8367471645,0.8162654388,-1.6909906962,0.2466000168,-1.5611220614,-39.2400751841
0.6450000000,-0.5169802438,-2.7840223892,0.8075926441,-1.7778467717,0.2283679351,-1.5605557278,-39.2400751849
0.6500000000,-0.5307662011,-2.7301652087,0.7984897648,-1.8630266739,0.2101088057,-1.5602087679,-39.2400751853
0.6550000000,-0.5442798794,-2.6750984417,0.7889651496,-1.9465433080,0.1918223562,-1.5600804405,-39.2400751853
0.6600000000,-0.5575150509,-2.6187511461,0.7790270808,-2.0284105900,0.1735082508,-1.5601698999,-39.2400751851
